IMO,Dport,Dcountry,Dtime,Aport,Acountry,Atime
9880192,Okpo Anch., Korea,"03/10, 23:01",Gwangyang, Korea,"03/15, 23:46"
9880192,Gwangyang, Korea,"03/15, 23:46",Okpo Anch., Korea,"03/17, 00:57"
9880192,Okpo Anch., Korea,"03/17, 00:57",Gohyeon Anch., Korea,"03/19, 22:37"
9880192,Gohyeon Anch., Korea,"03/19, 22:37",Gohyeon, Korea,"03/20, 23:15"
9880192,Gohyeon, Korea,"03/20, 23:15",Okpo Anch., Korea,"04/09, 03:18"
8608872,Sakai, Japan,"04/13, 01:36",Withnell Bay, Australia,"04/28, 00:51"
8608872,Withnell Bay, Australia,"04/28, 00:51",Dampier Anch., Australia,"04/29, 04:43"
8608884,Singapore, Singapore,"02/16, 11:50",Dampier Anch., Australia,"03/05, 08:14"
8608884,Withnell Bay, Australia,"04/19, 00:50",Yokohama, Japan,"05/04, 02:03"
8701791,Bitung Anch., Indonesia,"04/14, 23:23",Dongjiakou, China,"04/28, 23:09"
8706155,Bontang, Indonesia,"04/22, 08:42",Jakarta Term., Indonesia,"04/27, 00:22"
8706155,Jakarta Term., Indonesia,"04/27, 00:22",Bontang, Indonesia,"05/08, 09:57"
9001772,Shanghai, China,"04/25, 02:05","Bintulu,Sarawak", Malaysia,"05/01, 07:20"
9001772,"Bintulu,Sarawak", Malaysia,"05/01, 07:20",Hongqiao, China,"05/07, 00:58"
9001784,Shanghai, China,"04/15, 06:01","Bintulu,Sarawak", Malaysia,"04/23, 04:21"
9001784,"Bintulu,Sarawak", Malaysia,"04/23, 04:21",Shanghai, China,"04/29, 05:09"
9016492,"Bintulu,Sarawak", Malaysia,"04/22, 07:13",Macun, China,"04/28, 07:26"
9016492,Macun, China,"04/28, 07:26","Bintulu,Sarawak", Malaysia,"05/03, 14:18"
9018555,Oita, Japan,"04/19, 00:51",Anjeong, Korea,"05/06, 04:23"
9030802,Kitakyushu, Japan,"03/24, 01:52","Bintulu,Sarawak", Malaysia,"04/06, 09:07"
9030802,"Bintulu,Sarawak", Malaysia,"04/06, 09:07",Anegasaki, Japan,"04/13, 03:14"
9030802,Anegasaki, Japan,"04/13, 03:14","Bintulu,Sarawak", Malaysia,"04/20, 07:25"
9030802,"Bintulu,Sarawak", Malaysia,"04/20, 07:25",Sakai, Japan,"04/27, 05:58"
9030814,Boryeong, Korea,"03/16, 01:27",Mab Tapud, Thailand,"03/26, 23:16"
9030814,Hongqiao, China,"04/16, 06:13",Kawasaki, Japan,"05/06, 03:14"
9030826,"Bintulu,Sarawak", Malaysia,"04/18, 04:44",Nagoya, Japan,"04/26, 01:21"
9030838,Yokkaichi, Japan,"04/21, 05:22",Nagoya Anch., Japan,"04/22, 03:44"
9030838,Nagoya Anch., Japan,"04/22, 03:44","Bintulu,Sarawak", Malaysia,"05/02, 07:28"
9035852,Al Fujayrah Anch., United Arab Emirates (UAE),"04/06, 04:53",Das Island Anch., United Arab Emirates (UAE),"04/26, 05:23"
9035852,Das Island Anch., United Arab Emirates (UAE),"04/26, 05:23",Das Island, United Arab Emirates (UAE),"04/26, 21:10"
9035852,Das Island, United Arab Emirates (UAE),"04/26, 21:10",Al Fujayrah Anch., United Arab Emirates (UAE),"04/30, 04:28"
9035864,Das Island Anch., United Arab Emirates (UAE),"04/09, 08:59",Al Fujayrah Anch., United Arab Emirates (UAE),"04/15, 13:21"
9035864,Al Fujayrah Anch., United Arab Emirates (UAE),"04/15, 13:21",Dahej, India,"05/02, 01:36"
9035864,Dahej, India,"05/02, 01:36",Dubai Anch., United Arab Emirates (UAE),"05/08, 08:04"
9038440,Das Island Anch., United Arab Emirates (UAE),"03/31, 13:05",Al Fujayrah Anch., United Arab Emirates (UAE),"04/12, 20:37"
9038440,Al Fujayrah Anch., United Arab Emirates (UAE),"04/12, 20:37",Dabhol Port, India,"04/30, 03:26"
9038440,Dabhol Port, India,"04/30, 03:26",Dabhol Port, India,"05/02, 04:29"
9038440,Dabhol Port, India,"05/02, 04:29",Dabhol Port, India,"05/04, 11:14"
9038452,Shenzhen, China,"03/11, 08:42",Singapore Anch. 1, Singapore,"04/26, 02:56"
9038816,Incheon, Korea,"04/23, 06:19",Gladstone, Australia,"05/06, 12:11"
9045132,Mizushima, Japan,"04/19, 01:57",Withnell Bay, Australia,"05/06, 04:11"
9061928,Gladstone, Australia,"04/18, 05:50",Anjeong, Korea,"05/02, 04:26"
9064085,Singapore, Singapore,"04/17, 04:36","Pasir Gudang,Johor Anch.", Malaysia,"04/17, 22:57"
9074626,Al Fujayrah Anch., United Arab Emirates (UAE),"03/24, 03:35",Dahej, India,"04/08, 20:42"
9074626,Das Island, United Arab Emirates (UAE),"04/19, 21:26",Al Fujayrah Anch., United Arab Emirates (UAE),"04/29, 04:11"
9074626,Al Fujayrah Anch., United Arab Emirates (UAE),"04/29, 04:11",Dahej, India,"05/06, 18:54"
9074640,Das Island, United Arab Emirates (UAE),"04/15, 04:19",Hazira, India,"05/01, 00:46"
9074640,Hazira, India,"05/01, 00:46",Das Island, United Arab Emirates (UAE),"05/05, 03:46"
9074652,Das Island, United Arab Emirates (UAE),"04/22, 21:09",Al Fujayrah Anch., United Arab Emirates (UAE),"04/26, 04:35"
9074652,Al Fujayrah Anch., United Arab Emirates (UAE),"04/26, 04:35",Dabhol Port, India,"05/06, 10:40"
9075333,Anjeong, Korea,"04/22, 03:57",Pyeongtaek, Korea,"05/07, 04:01"
9085613,Anegasaki, Japan,"04/15, 04:30",Ras Laffan Anch., Qatar,"05/04, 08:08"
9085625,"Pasir Gudang,Johor Anch.", Malaysia,"03/24, 00:11",Ras Laffan, Qatar,"04/20, 17:16"
9085651,Ras Laffan Anch., Qatar,"04/15, 02:04",Ras Laffan, Qatar,"04/19, 16:33"
9085651,Ras Laffan, Qatar,"04/19, 16:33",Nagoya, Japan,"05/08, 01:21"
9086734,Ras Laffan, Qatar,"04/14, 23:37",Anegasaki, Japan,"05/03, 00:49"
9086746,Singapore Anch. 1, Singapore,"04/22, 22:50",Ras Laffan Anch., Qatar,"05/05, 03:52"
9086746,Ras Laffan Anch., Qatar,"05/05, 03:52",Ras Laffan, Qatar,"05/05, 09:01"
9132791,Singapore Anch. 1, Singapore,"04/13, 04:40",Ras Laffan, Qatar,"04/25, 12:43"
9134323,"Bintulu,Sarawak", Malaysia,"04/11, 09:22",Sendai, Japan,"04/20, 01:11"
9134323,Sendai, Japan,"04/20, 01:11",Sendai, Japan,"05/08, 02:11"
9155078,Qalhat, Oman,"04/03, 14:38",Pyeongtaek, Korea,"04/19, 23:49"
9155078,Pyeongtaek, Korea,"04/19, 23:49",Anjeong, Korea,"04/28, 03:14"
9155145,Incheon, Korea,"04/12, 04:31",Ras Laffan, Qatar,"04/29, 11:11"
9155157,Okpo Anch., Korea,"04/07, 05:56",Ras Laffan, Qatar,"04/30, 22:36"
9157624,Incheon, Korea,"02/25, 04:07",Anjeong, Korea,"03/30, 03:49"
9157624,Ras Laffan, Qatar,"04/15, 12:32",Pyeongtaek, Korea,"05/01, 23:44"
9157636,Qalhat, Oman,"04/20, 15:39",Incheon, Korea,"05/05, 23:42"
9157739,Pyeongtaek, Korea,"04/15, 21:43",Ras Laffan, Qatar,"05/02, 03:46"
9176008,Ras Laffan, Qatar,"04/10, 23:17",Pyeongtaek, Korea,"04/27, 05:09"
9176010,Qalhat, Oman,"03/27, 09:48",Qalhat, Oman,"04/27, 04:50"
9179581,Qalhat, Oman,"04/16, 15:46",Anjeong, Korea,"05/01, 04:06"
9180231,Anjeong, Korea,"04/15, 03:53",Qalhat, Oman,"05/01, 04:41"
9183269,Qalhat, Oman,"04/08, 04:29",Incheon, Korea,"04/23, 03:22"
9183269,Incheon, Korea,"04/23, 03:22",Port Klang Anch., Malaysia,"05/01, 14:21"
9186584,Okpo Anch., Korea,"03/26, 23:32",Ras Laffan, Qatar,"04/17, 01:30"
9187356,Bontang, Indonesia,"04/15, 06:34",Bontang, Indonesia,"04/26, 13:13"
9187356,Bontang, Indonesia,"04/26, 13:13",Benoa, Indonesia,"04/30, 04:04"
9187356,Benoa, Indonesia,"04/30, 04:04",Bontang, Indonesia,"05/03, 16:13"
9200316,Qalhat, Oman,"04/09, 08:34",Sakai, Japan,"04/27, 22:59"
9210828,Shikama, Japan,"04/13, 00:55",Mizushima, Japan,"05/04, 02:11"
9211872,Shimizu, Japan,"04/18, 00:13",Sakai, Japan,"05/06, 23:00"
9216303,Sines Anch., Portugal,"04/19, 14:01",Las Palmas (Gr.Canaria) Anch., Spain,"04/26, 13:11"
9230048,Livorno Anch., Italy,"04/24, 04:39",Livorno Anch., Italy,"04/24, 08:14"
9230062,Taichung, Taiwan,"04/07, 22:20",Al Fujayrah Anch., United Arab Emirates (UAE),"04/26, 06:10"
9230062,Al Fujayrah Anch., United Arab Emirates (UAE),"04/26, 06:10",Ras Laffan Anch., Qatar,"04/29, 15:41"
9230062,Ras Laffan Anch., Qatar,"04/29, 15:41",Ras Laffan, Qatar,"04/29, 23:15"
9236418,Point Fortin, Trinidad & Tobago,"02/27, 16:53",La Brea (Brighton) Anch., Trinidad & Tobago,"04/26, 14:23"
9236418,La Brea (Brighton) Anch., Trinidad & Tobago,"04/26, 14:23",Point Fortin, Trinidad & Tobago,"04/30, 11:59"
9236420,Mugardos, Spain,"04/20, 21:52",La Brea (Brighton) Anch., Trinidad & Tobago,"05/01, 17:15"
9236420,La Brea (Brighton) Anch., Trinidad & Tobago,"05/01, 17:15",Point Fortin, Trinidad & Tobago,"05/06, 12:43"
9236432,Savannah, United States (USA),"04/12, 21:59",Huelva Anch., Spain,"04/26, 15:37"
9236432,Huelva Anch., Spain,"04/26, 15:37",Huelva, Spain,"04/29, 02:02"
9236432,Huelva, Spain,"04/29, 02:02",Huelva Anch., Spain,"04/30, 05:07"
9236432,Huelva Anch., Spain,"04/30, 05:07",Huelva, Spain,"05/05, 20:52"
9236432,Huelva, Spain,"05/05, 20:52",Huelva Anch., Spain,"05/06, 11:58"
9238040,Aruba Anch., Aruba,"04/07, 11:48",Aruba Anch., Aruba,"05/01, 13:15"
9241267,Bonny, Nigeria,"04/20, 17:16",Sines, Portugal,"05/02, 10:53"
9241267,Sines, Portugal,"05/02, 10:53",Santa Cruz de Tenerife Anch., Spain,"05/07, 07:25"
9243148,Maojia, China,"04/13, 05:03",Panama Canal Anch. Pacific, Panama,"05/07, 21:59"
9245031,"Bintulu,Sarawak", Malaysia,"04/21, 03:59",Kawasaki, Japan,"04/28, 06:06"
9245720,Hitachi, Japan,"04/24, 00:33",Withnell Bay, Australia,"05/07, 04:26"
9247364,Taichung, Taiwan,"04/18, 21:35",Bontang, Indonesia,"04/29, 09:01"
9247364,Bontang, Indonesia,"04/29, 09:01",Taichung, Taiwan,"05/05, 22:50"
9247962,Wheatstone LNG Term., Australia,"04/10, 23:22",Yokkaichi, Japan,"04/26, 01:26"
9248502,Dapeng, China,"04/16, 05:11","Bintulu,Sarawak", Malaysia,"05/03, 12:24"
9250713,Dahej, India,"04/22, 05:49",Ras Laffan, Qatar,"04/27, 03:51"
9250713,Ras Laffan, Qatar,"04/27, 03:51",Dahej, India,"05/03, 22:16"
9250725,Singapore Anch. 1, Singapore,"03/16, 02:41",Yokohama, Japan,"03/29, 02:01"
9253222,Point Fortin, Trinidad & Tobago,"04/19, 10:22",Guayanilla, Puerto Rico,"05/05, 15:24"
9253703,Dahej, India,"04/18, 13:25",Ras Laffan, Qatar,"04/22, 17:23"
9253703,Ras Laffan, Qatar,"04/22, 17:23",Dahej, India,"04/28, 10:52"
9253703,Dahej, India,"04/28, 10:52",Ras Laffan, Qatar,"05/02, 23:09"
9255854,Port Said Anch., Egypt,"04/20, 10:26",Sohar Anch., Oman,"04/28, 05:08"
9255854,Sohar Anch., Oman,"04/28, 05:08",Ras Laffan Anch., Qatar,"04/29, 14:01"
9255854,Ras Laffan Anch., Qatar,"04/29, 14:01",Ras Laffan, Qatar,"05/07, 05:15"
9256200,Adriatic LNG LNG Term., Italy,"03/22, 09:17",Ras Laffan, Qatar,"04/26, 18:08"
9256200,Ras Laffan, Qatar,"04/26, 18:08",Port Qasim, Pakistan,"05/01, 06:49"
9256200,Port Qasim, Pakistan,"05/01, 06:49",Ras Laffan, Qatar,"05/05, 16:39"
9256597,Marmara Ereglisi, Turkey,"04/18, 14:39",Arzew Anch., Algeria,"05/07, 09:22"
9256597,Arzew Anch., Algeria,"05/07, 09:22",Arzew, Algeria,"05/07, 15:00"
9256793,Point Fortin, Trinidad & Tobago,"04/05, 10:47",La Brea (Brighton) Anch., Trinidad & Tobago,"04/26, 09:30"
9256793,La Brea (Brighton) Anch., Trinidad & Tobago,"04/26, 09:30",Point Fortin, Trinidad & Tobago,"04/26, 17:08"
9256793,Point Fortin, Trinidad & Tobago,"04/26, 17:08",Barcelona Anch., Spain,"05/07, 07:17"
9256793,Barcelona Anch., Spain,"05/07, 07:17",Barcelona, Spain,"05/08, 03:26"
9259276,Marsaxlokk, Malta,"04/20, 05:13",Savannah Anch., United States (USA),"05/04, 08:56"
9259276,Savannah Anch., United States (USA),"05/04, 08:56",Savannah, United States (USA),"05/04, 16:11"
9260603,Matsuyama, Japan,"04/19, 00:27",Kokura, Japan,"04/20, 00:20"
9260603,Kokura, Japan,"04/20, 00:20",Tokushima, Japan,"04/26, 01:35"
9260603,Tokushima, Japan,"04/26, 01:35",Shikama, Japan,"05/02, 23:29"
9260603,Shikama, Japan,"05/02, 23:29",Tokushima, Japan,"05/03, 22:34"
9260603,Tokushima, Japan,"05/03, 22:34",Shikama, Japan,"05/07, 23:37"
9261205,Shikama, Japan,"04/01, 02:48",Gwangyang, Korea,"04/18, 23:49"
9261205,Gwangyang, Korea,"04/18, 23:49",Sakaide, Japan,"05/04, 00:08"
9262211,Bonny, Nigeria,"04/17, 04:52",Mundra, India,"05/08, 08:05"
9262223,Bonny, Nigeria,"04/22, 23:01",Montoir, France,"05/08, 00:14"
9264910,Kawasaki, Japan,"04/20, 02:57",Singapore Anch. 1, Singapore,"05/01, 03:16"
9265500,Darwin, Australia,"04/18, 23:01",Yung An, Taiwan,"05/01, 00:28"
9266982,Yung An, Taiwan,"04/03, 00:13",Bonny, Nigeria,"05/03, 07:09"
9266994,Montoir, France,"04/20, 07:13",Santa Cruz de Tenerife Anch., Spain,"04/28, 14:43"
9267003,Bonny, Nigeria,"03/05, 15:36",Bonny, Nigeria,"04/30, 01:29"
9267015,"Pasir Gudang,Johor", Malaysia,"04/03, 02:04",Singapore Anch. 1, Singapore,"04/25, 18:54"
9269207,Sagunto Anch., Spain,"04/15, 10:09",La Spezia Anch., Italy,"04/21, 08:05"
9269207,La Spezia, Italy,"04/22, 07:09",Skikda, Algeria,"04/26, 13:24"
9269207,Skikda, Algeria,"04/26, 13:24",Fos-sur-Mer Anch., France,"04/30, 10:33"
9269207,Fos-sur-Mer Anch., France,"04/30, 10:33",Skikda, Algeria,"05/02, 13:13"
9269207,Skikda, Algeria,"05/02, 13:13",Fos sur mer, France,"05/04, 12:38"
9269207,Fos sur mer, France,"05/04, 12:38",Skikda Anch., Algeria,"05/07, 09:34"
9269207,Skikda Anch., Algeria,"05/07, 09:34",Skikda, Algeria,"05/07, 13:18"
9269960,Las Palmas (Gr.Canaria) Anch., Spain,"04/15, 13:07",Abidjan Anch., Cote d'Ivoire,"04/25, 10:37"
9274226,Yokohama, Japan,"03/22, 01:15",Barrow Island, Australia,"04/25, 01:04"
9275074,Valsneset, Norway,"04/12, 05:23",Sunndalsora, Norway,"04/15, 19:00"
9275074,Sunndalsora, Norway,"04/15, 19:00",Mosjoen, Norway,"04/19, 05:55"
9275074,Mosjoen, Norway,"04/19, 05:55",Floro, Norway,"04/21, 20:17"
9275074,Spjelkavik, Norway,"04/22, 07:14",Valsneset, Norway,"04/24, 15:26"
9275074,Valsneset, Norway,"04/24, 15:26",Mosjoen, Norway,"04/25, 09:25"
9275074,Mosjoen, Norway,"04/25, 09:25",Sunndalsora, Norway,"05/02, 13:12"
9275074,Sunndalsora, Norway,"05/02, 13:12",Valsneset, Norway,"05/03, 05:56"
9275074,Valsneset, Norway,"05/03, 05:56",Kristiansund, Norway,"05/06, 07:40"
9275074,Kristiansund, Norway,"05/06, 07:40",Mosjoen, Norway,"05/07, 08:00"
9275335,Bilbao, Spain,"04/22, 04:32",Bilbao Anch., Spain,"04/23, 04:15"
9275347,Nemrut, Turkey,"04/23, 05:17",Arzew, Algeria,"04/30, 11:08"
9275347,Arzew, Algeria,"04/30, 11:08",Fos sur mer, France,"05/05, 18:07"
9275347,Fos sur mer, France,"05/05, 18:07",Arzew Anch., Algeria,"05/08, 08:07"
9277620,Withnell Bay, Australia,"04/09, 03:49",Kokura, Japan,"04/27, 03:18"
9284192,Arzew Anch., Algeria,"03/24, 10:46",Ras Laffan Anch., Qatar,"04/29, 15:12"
9284192,Ras Laffan Anch., Qatar,"04/29, 15:12",Ras Laffan, Qatar,"04/30, 20:14"
9285952,As Suways (Suez) Anch., Egypt,"04/23, 12:59",As Suways (Suez) Anch., Egypt,"04/24, 04:49"
9285952,As Suways (Suez) Anch., Egypt,"04/24, 04:49",Adriatic LNG LNG Term., Italy,"04/29, 13:13"
9285952,Adriatic LNG LNG Term., Italy,"04/29, 13:13",Port Said Anch., Egypt,"05/03, 13:39"
9293832,Tieshan, China,"04/09, 04:29",Yokkaichi, Japan,"04/24, 06:55"
9293844,Singapore Anch. 1, Singapore,"03/20, 06:34",Pengerang, Malaysia,"05/01, 00:48"
9293844,Pengerang, Malaysia,"05/01, 00:48","Pasir Gudang,Johor Anch.", Malaysia,"05/04, 06:44"
9294264,Al Fujayrah Anch., United Arab Emirates (UAE),"03/07, 04:18",Mab Tapud, Thailand,"04/28, 23:12"
9298399,As Suways (Suez) Anch., Egypt,"03/19, 14:54",Adriatic LNG LNG Term., Italy,"03/24, 18:37"
9300817,Anjeong, Korea,"02/16, 23:51",Tieshan, China,"04/20, 04:27"
9302499,Ras Laffan Anch., Qatar,"03/25, 12:31",Mina' al Ahmadi, Kuwait,"04/26, 21:47"
9302499,Mina' al Ahmadi, Kuwait,"04/26, 21:47",Ras Laffan Anch., Qatar,"04/29, 12:41"
9303560,Dampier Anch., Australia,"03/30, 00:05",Benoa Anch., Indonesia,"04/19, 23:39"
9303560,Benoa Anch., Indonesia,"04/19, 23:39",Singapore Anch. 1, Singapore,"04/26, 04:26"
9305116,Xiuyu, China,"04/20, 03:12",Tangguh Anch., Indonesia,"04/27, 20:59"
9305116,Tangguh Anch., Indonesia,"04/27, 20:59",Xiuyu, China,"05/06, 06:33"
9305128,Xiuyu, China,"04/12, 22:58",Tangguh Anch., Indonesia,"04/19, 23:37"
9305128,Tangguh Anch., Indonesia,"04/19, 23:37",Tangguh, Indonesia,"04/21, 01:55"
9305128,Tangguh, Indonesia,"04/21, 01:55",Xiuyu, China,"04/28, 23:05"
9305128,Xiuyu, China,"04/28, 23:05",Tangguh Anch., Indonesia,"05/06, 22:07"
9305128,Tangguh Anch., Indonesia,"05/06, 22:07",Tangguh, Indonesia,"05/07, 04:45"
9306495,Kingston Anch., Jamaica,"04/18, 13:57",Lake Charles, United States (USA),"04/25, 17:48"
9307176,Singapore Anch. 1, Singapore,"04/10, 17:07",Ras Laffan, Qatar,"04/19, 22:39"
9307176,Ras Laffan, Qatar,"04/19, 22:39",Taichung, Taiwan,"05/03, 21:14"
9307188,Singapore Anch. 5, Singapore,"03/18, 01:34",Singapore, Singapore,"03/18, 10:57"
9307190,Sabine, United States (USA),"03/26, 10:41",Taichung, Taiwan,"05/07, 21:35"
9308431,Ras Laffan, Qatar,"04/16, 12:15",As Suways (Suez) Anch., Egypt,"04/25, 16:59"
9308431,As Suways (Suez) Anch., Egypt,"04/25, 16:59",Zeebrugge, Belgium,"05/07, 12:24"
9308479,Withnell Bay, Australia,"04/21, 00:40",Dapeng, China,"04/29, 03:13"
9308481,Dapeng, China,"04/20, 05:59",Withnell Bay, Australia,"04/29, 07:43"
9311581,Dapeng, China,"03/30, 03:18",Bonny, Nigeria,"05/04, 21:05"
9315393,Taichung, Taiwan,"04/20, 21:32",Singapore Anch. 1, Singapore,"05/04, 15:20"
9315692,Yung An, Taiwan,"04/19, 00:05",Prigorodnoye, Russia,"04/29, 08:21"
9317200,Kushiro, Japan,"04/05, 22:56",Hakodate, Japan,"04/10, 21:40"
9317200,Hakodate, Japan,"04/10, 21:40",Kushiro, Japan,"04/20, 22:55"
9317200,Kushiro, Japan,"04/20, 22:55",Hakodate, Japan,"04/25, 22:03"
9317200,Hakodate, Japan,"04/25, 22:03",Hakodate, Japan,"05/02, 21:39"
9317315,As Suways (Suez) Anch., Egypt,"04/20, 16:54",Adriatic LNG LNG Term., Italy,"04/25, 18:54"
9317315,Adriatic LNG LNG Term., Italy,"04/25, 18:54",Adriatic LNG LNG Term., Italy,"05/04, 11:22"
9317999,Sakai, Japan,"02/26, 01:32",Nagoya, Japan,"04/14, 01:26"
9317999,Nagoya, Japan,"04/14, 01:26",Prigorodnoye, Russia,"04/27, 08:12"
9317999,Prigorodnoye, Russia,"04/27, 08:12",Gaolan, China,"05/05, 01:48"
9319404,As Suways (Suez) Anch., Egypt,"04/12, 10:31",Dumyat (Damietta) Anch., Egypt,"04/18, 14:28"
9319404,Port Said Anch., Egypt,"04/20, 09:30",Port Said Anch., Egypt,"04/21, 03:05"
9320374,Point Fortin, Trinidad & Tobago,"04/18, 12:25",Corpus Christi Anch., United States (USA),"04/29, 04:25"
9320374,Corpus Christi Anch., United States (USA),"04/29, 04:25",Ingleside, United States (USA),"04/29, 17:03"
9320386,Taichung, Taiwan,"04/21, 23:00",Ras Laffan Anch., Qatar,"05/06, 01:20"
9321665,Gladstone, Australia,"03/29, 03:24",Gladstone, Australia,"03/30, 11:16"
9321744,As Suways (Suez) Anch., Egypt,"03/01, 07:03",Livorno Anch., Italy,"03/23, 06:52"
9321744,Port Said Anch., Egypt,"04/17, 15:05",Dahej, India,"04/26, 21:38"
9321744,Dahej, India,"04/26, 21:38",Ras Laffan Anch., Qatar,"05/04, 06:27"
9321744,Ras Laffan Anch., Qatar,"05/04, 06:27",Ras Laffan, Qatar,"05/04, 21:16"
9321756,Singapore Anch. 1, Singapore,"04/19, 10:12",Ras Laffan Anch., Qatar,"05/04, 07:30"
9321768,Oita, Japan,"03/01, 00:44",Darwin Anch., Australia,"05/06, 19:11"
9322815,Montoir, France,"04/06, 22:36",Bonny, Nigeria,"04/27, 02:10"
9323675,Bontang, Indonesia,"04/16, 09:07",Dalian, China,"04/28, 00:14"
9324277,Port Qasim, Pakistan,"04/25, 03:12",Ras Laffan Anch., Qatar,"04/30, 16:14"
9324277,Ras Laffan Anch., Qatar,"04/30, 16:14",Ras Laffan, Qatar,"05/01, 00:41"
9324332,La Spezia, Italy,"04/03, 06:54",Skikda, Algeria,"04/08, 21:52"
9324332,Skikda, Algeria,"04/23, 12:51",La Spezia Anch., Italy,"04/26, 13:56"
9324332,La Spezia Anch., Italy,"04/26, 13:56",La Spezia, Italy,"04/27, 06:56"
9324332,La Spezia, Italy,"04/27, 06:56",Skikda, Algeria,"05/01, 06:00"
9324332,Skikda, Algeria,"05/01, 06:00",La Spezia, Italy,"05/03, 11:04"
9324344,Sagunto, Spain,"04/07, 12:47",Skikda, Algeria,"04/10, 07:04"
9324344,La Spezia, Italy,"04/18, 12:09",Skikda, Algeria,"04/22, 04:46"
9324344,Skikda, Algeria,"04/22, 04:46",Fos sur mer, France,"04/25, 18:39"
9324344,Fos sur mer, France,"04/25, 18:39",Skikda, Algeria,"04/28, 12:39"
9324344,Skikda, Algeria,"04/28, 12:39",Sagunto, Spain,"04/30, 15:54"
9324344,Sagunto, Spain,"04/30, 15:54",Skikda, Algeria,"05/05, 05:52"
9324435,Ras Laffan, Qatar,"04/13, 16:54",Ras Laffan, Qatar,"05/05, 21:28"
9325697,Ras Laffan, Qatar,"04/18, 22:20",As Suways (Suez) Anch., Egypt,"04/27, 13:02"
9325697,As Suways (Suez) Anch., Egypt,"04/27, 13:02",Chioggia Anch., Italy,"05/03, 08:59"
9325697,Chioggia Anch., Italy,"05/03, 08:59",Adriatic LNG LNG Term., Italy,"05/08, 10:48"
9325702,Port Said Anch., Egypt,"04/13, 14:24",Ras Laffan, Qatar,"04/27, 06:02"
9325893,Tangguh, Indonesia,"04/12, 22:00",Tangguh Anch., Indonesia,"05/02, 02:08"
9326603,Sabine, United States (USA),"04/21, 19:27",Barcelona, Spain,"05/06, 02:56"
9326689,Singapore Anch. 1, Singapore,"04/03, 06:29",Qalhat, Oman,"04/15, 05:49"
9326689,Qalhat, Oman,"04/15, 05:49",Dapeng, China,"04/28, 03:20"
9329291,Singapore Anch. 1, Singapore,"04/11, 04:07",Shikama, Japan,"05/08, 01:46"
9329679,Yokkaichi, Japan,"03/24, 05:16",Dongjiakou, China,"04/14, 03:20"
9330745,Singapore Anch. 1, Singapore,"02/20, 00:00",Singapore, Singapore,"04/29, 23:44"
9331048,Singapore Anch. 1, Singapore,"04/13, 07:12",As Suways (Suez) Anch., Egypt,"04/25, 09:26"
9331048,As Suways (Suez) Anch., Egypt,"04/25, 09:26",Arzew, Algeria,"05/01, 10:52"
9331634,Barrow Island, Australia,"04/23, 01:12",Tianjin Xingang, China,"05/07, 01:42"
9331646,Pengerang, Malaysia,"03/09, 00:47",Gladstone, Australia,"03/25, 00:48"
9331646,Gladstone, Australia,"04/21, 10:15","Pasir Gudang,Johor Anch.", Malaysia,"05/07, 00:03"
9331646,"Pasir Gudang,Johor Anch.", Malaysia,"05/07, 00:03",Pengerang, Malaysia,"05/08, 00:33"
9331658,Gladstone, Australia,"03/16, 04:03",Pengerang, Malaysia,"03/28, 00:47"
9331658,Pengerang, Malaysia,"03/28, 00:47",Gladstone, Australia,"04/14, 15:59"
9331658,Gladstone, Australia,"04/14, 15:59","Pasir Gudang,Johor Anch.", Malaysia,"04/27, 00:30"
9331658,"Pasir Gudang,Johor Anch.", Malaysia,"04/27, 00:30",Pengerang, Malaysia,"04/28, 00:33"
9331660,Adriatic LNG LNG Term., Italy,"04/18, 12:41",Port Arthur Anch., United States (USA),"05/04, 17:22"
9331660,Port Arthur Anch., United States (USA),"05/04, 17:22",Sabine, United States (USA),"05/05, 08:29"
9332054,Dongjiakou, China,"02/15, 05:02",Kitakyushu, Japan,"03/03, 04:50"
9332054,Prigorodnoye, Russia,"04/09, 00:56",Yung An, Taiwan,"04/24, 00:05"
9332054,Yung An, Taiwan,"04/24, 00:05",Prigorodnoye, Russia,"05/01, 01:16"
9332054,Prigorodnoye, Russia,"05/01, 01:16",Xiuyu, China,"05/08, 08:15"
9333591,Ennore, India,"04/19, 01:15",As Suways (Suez) Anch., Egypt,"04/30, 13:07"
9333606,Qalhat, Oman,"03/03, 04:46",Dampier Anch., Australia,"03/24, 08:33"
9333618,Cartagena Anch., Colombia,"04/17, 17:40",Escobar LNG LNG Term., Argentina,"05/04, 03:44"
9333632,Maojia, China,"04/16, 06:01",Tangguh Anch., Indonesia,"05/03, 23:07"
9333632,Tangguh Anch., Indonesia,"05/03, 23:07",Tangguh, Indonesia,"05/05, 01:57"
9334076,Port Qasim Anch., Pakistan,"03/15, 02:34",Ras Laffan Anch., Qatar,"03/23, 21:30"
9334076,Ras Laffan Anch., Qatar,"04/20, 21:41",As Suways (Suez) Anch., Egypt,"05/04, 11:43"
9334284,Tangguh Anch., Indonesia,"04/23, 02:06",Tangguh, Indonesia,"04/24, 05:32"
9334284,Tangguh, Indonesia,"04/24, 05:32",Blang Lancang, Indonesia,"05/05, 03:35"
9336737,Gladstone, Australia,"04/09, 13:50",Ambon Anch., Indonesia,"05/01, 04:16"
