Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Destination,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Date scraping,Date position
PORTOVENERE,9064073,563075400,Singapore,216,34,46555,35760,ID BXT,"Mar 14, 08:00",9.0,14.46028 N/120.6788 E,237.9°, 11.4 kn,2021-03-19,"Mar 10, 2021 11:56 UTC"
LERICI,9064085,563074500,Singapore,216,34,46555,35760,-,-,5.6,1.29732 N/103.68077 E,0.0°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:14 UTC"
SAGA DAWN,9769855,563070400,Singapore,195,30,32158,31712,BINTULU,"Mar 14, 22:00",6.9,22.09269 N/113.84 E,186.6°, 11.0 kn,2021-03-19,"Mar 11, 2021 09:40 UTC"
SUN ARROWS,9349942,309296000,Bahamas,151,28,20620,11142,JPHIJ,"Mar 18, 21:30",7.5,5.18849 N/114.06249 E,228.6°, 7.1 kn,2021-03-19,"Feb 25, 2021 07:04 UTC"
SURYA AKI,9060534,309521000,Bahamas,151,28,20519,11612,"BATAM,ID","Mar 13, 13:00",5.1,1.09841 N/103.91078 E,313.0°, 0.0 kn,2021-03-19,"Mar 16, 2021 04:02 UTC"
LUCIA AMBITION,9016492,372255000,Panama,130,26,16399,11001,"BINTULU,MALAYSIA","Mar 20, 04:00",6.1,21.64886 N/113.70751 E,201.8°, 11.0 kn,2021-03-19,"Mar 15, 2021 08:23 UTC"
PELITA ENERGY,9161510,525300941,Indonesia,130,26,16336,10951,BENOA ANCHORAGE,"Feb 21, 04:00",6.9,1.26513 N/104.49367 E,77.0°, 11.8 kn,2021-03-19,"Jan 14, 2021 07:17 UTC"
CORAL ENERGICE,9783124,244090097,Netherlands,164,25,16100,9125,RU VYS,"Mar 20, 15:00",6.4,58.66969 N/21.16063 E,37.0°, 16.4 kn,2021-03-19,"Mar 19, 2021 21:00 UTC"
CORAL ENERGY,9617698,246878000,Netherlands,156,23,13501,12344,NL RTD,"Mar 23, 14:00",7.7,59.99455 N/26.34252 E,255.1°, 15.8 kn,2021-03-19,"Mar 19, 2021 21:13 UTC"
KAKUYU MARU,9675200,431004914,Japan,89,15,3031,1865,>JP AOM OFF,"Mar 20, 11:45",4.3,35.82478 N/140.98512 E,11.3°, 11.2 kn,2021-03-19,"Sep 19, 2020 19:56 UTC"
KAKUREI MARU,9469235,431000792,Japan,86,15,2952,1801,>JP AOM OFF,"Mar 20, 04:40",4.5,35.45577 N/140.75968 E,36.0°, 12.9 kn,2021-03-19,"Sep 4, 2020 07:02 UTC"
PIONEER KNUTSEN,9275074,259393000,Norway,69,12,1687,817,KOLLSNES,"Mar 21, 07:00",3.6,62.71395 N/8.52391 E,343.2°, 9.8 kn,2021-03-19,"Mar 19, 2021 21:14 UTC"
PUTERI INTAN,9030802,533009000,Malaysia,274,43,86205,73519,MY BTU,"Mar 17, 00:00",9.6,33.53617 N/134.91969 E,178.1°, 16.1 kn,2021-03-19,"Mar 7, 2021 16:23 UTC"
HYUNDAI AQUAPIA,9179581,441268000,Korea,289,48,113998,77564,OMQAL->KRPTK,"Apr 1, 04:30",11.7,16.31542 N/69.24553 E,147.6°, 18.8 kn,2021-03-19,"Mar 19, 2021 21:08 UTC"
SK SUMMIT,9157624,441456000,Korea,277,43,95378,76064,"SUK,KR","Mar 30, 01:00",11.5,15.66135 N/69.78362 E,145.4°, 17.4 kn,2021-03-19,"Mar 17, 2021 11:55 UTC"
NORTHWEST SNIPE,8608884,503000051,Australia,272,47,105010,66695,PACIFIC OCEAN,"Mar 28, 21:00",11.3,20.19558 S/116.82672 E,34.7°, 12.2 kn,2021-03-19,"Mar 19, 2021 01:50 UTC"
GASLOG HOUSTON,9748899,310772000,Bermuda,290,46,114240,92345,CU ZUH,"Mar 19, 02:30",11.6,21.90391 N/113.21658 E,46.8°, 0.0 kn,2021-03-19,"Mar 19, 2021 05:19 UTC"
PUTERI ZAMRUD SATU,9245031,533754000,Malaysia,276,43,94446,76144,>CH YAN,"Mar 20, 05:00",11.2,34.59964 N/139.67665 E,165.6°, 15.6 kn,2021-03-19,"Mar 7, 2021 04:29 UTC"
RIAS BAIXAS KNUTSEN,9825568,224989000,Spain,299,48,122261,96354,GB IOG,"Mar 31, 23:01",11.8,25.70855 N/91.95385 W,104.4°, 17.6 kn,2021-03-19,"Mar 19, 2021 00:55 UTC"
AMADI,9682552,508111182,Brunei,288,44,102585,85466,SCS,"Mar 26, 22:30",9.3,34.40305 N/139.48619 E,198.3°, 15.4 kn,2021-03-19,"Mar 16, 2021 11:57 UTC"
PUTERI FIRUS SATU,9248502,533808000,Malaysia,276,43,94446,76197,MY BTU,"Mar 23, 01:00",9.5,30.68654 N/127.05153 E,210.7°, 16.0 kn,2021-03-19,"Mar 18, 2021 03:20 UTC"
AL KHOR,9085613,431894000,Japan,298,46,111083,72176,SG PGBG,"Mar 20, 00:30",9.2,1.29074 N/104.19546 E,259.6°, 10.4 kn,2021-03-19,"Mar 19, 2021 21:14 UTC"
NORTH PIONEER,9317200,431301776,Japan,89,15,3056,1938, >JP HKP 4,"Mar 20, 07:00",4.5,41.77905 N/140.67988 E,221.0°, 0.1 kn,2021-03-19,"Jun 21, 2020 09:59 UTC"
ZEKREET,9132818,431325000,Japan,298,46,111124,72316,JP CHB,"Mar 21, 23:00",10.7,16.47865 N/116.32067 E,49.6°, 18.4 kn,2021-03-19,"Mar 17, 2021 22:48 UTC"
GASLOG GALVESTON,9864928,310806000,Bermuda,293,46,115636,89000,ATLANTIC BASIN,"Mar 25, 06:00",9.8,32.38861 N/20.6353 W,252.0°, 17.3 kn,2021-03-19,"Mar 14, 2021 16:01 UTC"
BEIDOU STAR,9613159,477314400,Hong Kong,290,47,114166,96355,KOCHI,"Mar 19, 01:30",10.8,20.10952 N/38.89907 E,148.8°, 18.6 kn,2021-03-19,"Mar 13, 2021 03:30 UTC"
SHINJU MARU NO. 2,9433884,431000767,Japan,86,15,2930,1781,JP HIM OFF,"Mar 21, 13:00",3.8,34.43012 N/135.30063 E,202.0°, 0.1 kn,2021-03-19,"Mar 19, 2021 21:11 UTC"
MARVEL SWAN,9880192,219028242,Denmark,-,-,114931,89000,SHI-2310 GAS TRIAL,"Mar 20, 10:00",9.5,34.82969 N/129.18269 E,38.3°, 19.0 kn,2021-03-19,"Feb 24, 2021 15:18 UTC"
COBIA LNG,9869306,215583000,Malta,-,-,116542,93200,.,"Apr 16, 11:00",9.0,1.2621 N/103.38361 E,316.0°, 15.1 kn,2021-03-19,"Mar 14, 2021 06:34 UTC"
LNG VENUS,9645736,432994000,Japan,288,49,136710,86241,OMQAL,"Mar 23, 01:00",9.7,5.44435 N/80.32519 E,274.4°, 20.8 kn,2021-03-19,"Mar 19, 2021 03:28 UTC"
DIAMOND GAS ORCHID,9779226,311000769,Bahamas,294,49,144828,94028,JP KZU,"Mar 28, 00:45",11.2,18.64275 N/105.54356 W,307.2°, 18.7 kn,2021-03-19,"Mar 11, 2021 23:23 UTC"
FLEX AMBER,9857377,538008881,Marshall Islands,297,46,116430,83000,FOR ORDERS,"Mar 23, 22:00",11.4,21.09861 S/115.05943 E,109.4°, 12.5 kn,2021-03-19,"Mar 15, 2021 21:29 UTC"
WOODSIDE ROGERS,9627485,241254000,Greece,294,44,103928,90327,FOR ORDERS,"Mar 18, 23:00",11.4,18.99568 S/117.55646 E,30.9°, 19.9 kn,2021-03-19,"Mar 9, 2021 14:14 UTC"
HYUNDAI GREENPIA,9075333,441659000,Korea,274,47,103764,71684,MYBTU>KRPTK,"Mar 20, 21:30",11.1,22.84147 N/122.5102 E,20.9°, 15.2 kn,2021-03-19,"Mar 17, 2021 22:11 UTC"
CELSIUS COPENHAGEN,9864784,538009022,Marshall Islands,299,46,119338,98000,BONNY FOR ORDERS,"Apr 5, 05:00",9.5,6.40685 S/105.17489 E,255.1°, 16.6 kn,2021-03-19,"Mar 11, 2021 07:45 UTC"
CNTIC VPOWER GLOBAL,9696735,477468400,Hong Kong,177,28,23516,15996,FOR ORDERS,"Mar 18, 00:00",6.0,14.70568 N/96.52011 E,146.1°, 16.4 kn,2021-03-19,"Mar 17, 2021 17:33 UTC"
SERI AMANAH,9293844,533937000,Malaysia,283,43,95729,83400,SG PGBG,"Mar 20, 05:00",10.0,34.92248 N/139.65007 E,188.0°, 16.6 kn,2021-03-19,"Mar 12, 2021 14:10 UTC"
UMM SLAL,9372731,538003300,Marshall Islands,345,54,163922,130059,QATAR,"Mar 25, 03:03",9.4,20.06183 N/38.65907 E,154.1°, 14.8 kn,2021-03-19,"Mar 18, 2021 13:45 UTC"
LNG KOLT,9372963,370799000,Panama,289,44,100189,86778,"JISEPO, S.KOREA","Mar 19, 07:00",10.9,23.50392 S/151.54263 E,8.0°, 16.5 kn,2021-03-19,"Mar 7, 2021 05:25 UTC"
CORAL ENCANTO,9693719,538008666,Marshall Islands,181,28,26166,18637,PR SJU,"Mar 23, 10:00",7.8,18.55486 N/66.10128 W,26.3°, 10.2 kn,2021-03-19,"Mar 17, 2021 19:14 UTC"
AMBERJACK LNG,9845776,215534000,Malta,299,46,116542,93535,OPEN SEA FOR ORDER,"Apr 7, 10:00",9.8,21.02336 S/54.59138 E,237.6°, 13.8 kn,2021-03-19,"Mar 13, 2021 22:11 UTC"
VIVIT AMERICAS LNG,9864667,215574000,Malta,299,46,116542,93200,MEDITERRAEAN SEA,"Mar 30, 00:01",9.3,23.99036 N/36.27821 E,327.8°, 17.7 kn,2021-03-19,"Mar 19, 2021 19:34 UTC"
NORTHWEST SANDERLING,8608872,503000050,Australia,272,47,105010,66810,AUDAM,"Mar 22, 06:00",8.8,20.35815 S/116.50077 E,23.0°, 0.5 kn,2021-03-19,"Mar 19, 2021 21:12 UTC"
AMUR RIVER,9317999,538003001,Marshall Islands,288,44,100244,84598,RU PGN,"Mar 4, 12:00",9.3,33.97135 N/134.96092 E,174.8°, 16.2 kn,2021-03-19,"Feb 27, 2021 05:58 UTC"
ENERGY PROGRESS,9274226,309463000,Bahamas,290,49,119100,79983,JP YOK,"Mar 20, 00:25",11.5,34.72551 N/139.72399 E,337.0°, 11.1 kn,2021-03-19,"Mar 19, 2021 21:14 UTC"
AKEBONO MARU,9554729,431003094,Japan,99,17,4505,2528,JP HKP OFF,"Mar 15, 10:30",4.6,38.03768 N/141.12334 E,213.9°, 13.1 kn,2021-03-19,"Jan 19, 2021 22:50 UTC"
GASLOG GENOA,9744013,310774000,Bermuda,293,46,115024,88016,S CHINA SEA,"Mar 26, 22:00",11.5,20.14213 S/116.6749 E,55.1°, 14.6 kn,2021-03-19,"Mar 18, 2021 09:36 UTC"
WOODSIDE CHARLES ALLEN,9859753,241712000,Greece,295,46,113822,96000,FOR ORDERS,"Mar 25, 10:00",11.2,35.81306 N/6.80551 W,80.0°, 17.8 kn,2021-03-19,"Mar 19, 2021 21:10 UTC"
GOLAR GRAND,9303560,538003804,Marshall Islands,277,43,97491,84894,FOR_ORDERS,"Mar 21, 20:21",11.3,22.81362 N/120.1999 E,119.5°, 0.5 kn,2021-03-19,"Mar 19, 2021 00:17 UTC"
TANGGUH TOWUTI,9325893,563214000,Singapore,285,43,97432,84992,ID BINTUNI,"Mar 21, 03:00",9.0,1.38272 N/104.47843 E,70.0°, 15.4 kn,2021-03-19,"Mar 16, 2021 07:27 UTC"
TANGGUH BATUR,9334284,564090000,Singapore,285,43,97432,84980,ID TPP,"Mar 19, 23:00",11.1,5.45603 S/106.01067 E,45.0°, 10.8 kn,2021-03-19,"Mar 5, 2021 07:20 UTC"
CREOLE SPIRIT,9681687,311000246,Bahamas,295,46,113263,95452,FOR ORDERS,"Apr 6, 05:00",9.4,3.37352 N/100.3923 E,309.0°, 18.1 kn,2021-03-19,"Mar 18, 2021 23:45 UTC"
NORTHWEST STORMPETREL,9045132,503009000,Australia,274,47,105010,66875,JP SAK,"Mar 26, 00:00",11.2,19.2556 S/117.41957 E,29.4°, 15.4 kn,2021-03-19,"Mar 15, 2021 13:50 UTC"
HYUNDAI OCEANPIA,9183269,441291000,Korea,289,48,113998,77512,OMQAL=>KRINC,"Mar 24, 01:00",11.3,1.44098 N/104.51069 E,54.6°, 18.3 kn,2021-03-19,"Mar 17, 2021 11:58 UTC"
JAYANTI BARUNA,9762039,525112002,Indonesia,-,-,6205,1280,-,-,5.0,32.12054 N/119.89957 E,0.0°, 0.0 kn,2021-03-19,"Feb 10, 2021 00:19 UTC"
BISHU MARU,9691137,374216000,Panama,293,49,127088,83752,JP_YUR,"Mar 15, 01:00",10.2,33.94496 N/135.05628 E,83.7°, 7.6 kn,2021-03-19,"Mar 14, 2021 23:01 UTC"
MARAN GAS OLYMPIAS,9732371,241452000,Greece,292,46,113037,95194,FOR ORDERS,"Mar 22, 22:00",11.1,23.93514 S/152.03979 E,92.6°, 17.9 kn,2021-03-19,"Mar 10, 2021 22:21 UTC"
DORADO LNG,9863182,215578000,Malta,293,46,115345,88000,INDIAN OCEAN,"Mar 27, 15:00",9.9,29.18838 N/122.7101 E,172.9°, 12.3 kn,2021-03-19,"Mar 19, 2021 11:57 UTC"
SEAN SPIRIT,9781918,311000665,Bahamas,294,48,117162,91546,"CRISTOBAL, PANAMA","Mar 19, 12:00",11.7,9.48257 N/79.93289 W,137.4°, 0.7 kn,2021-03-19,"Mar 19, 2021 21:13 UTC"
MARAN GAS LINDOS,9627502,241351000,Greece,294,44,103893,89343,KR TYG,"Mar 20, 02:00",11.2,34.019 N/134.95808 E,180.3°, 17.9 kn,2021-03-19,"Jan 29, 2021 10:04 UTC"
OCEANIC BREEZE,9698111,538007671,Marshall Islands,288,49,136894,79883,AU DRW,"Mar 27, 14:30",9.6,34.29865 N/138.41256 E,180.7°, 14.2 kn,2021-03-19,"Mar 18, 2021 04:33 UTC"
PUTERI INTAN SATU,9213416,533730000,Malaysia,276,43,94430,75849,-,-,9.5,35.63368 N/129.93046 E,24.8°, 16.4 kn,2021-03-19,"Feb 27, 2021 17:04 UTC"
MIN RONG,9305116,477141800,Hong Kong,292,43,97871,82359,ID TGH,"Mar 17, 21:00",9.5,1.39241 N/104.49199 E,92.0°, 13.0 kn,2021-03-19,"Mar 12, 2021 12:27 UTC"
AL GHASHAMIYA,9397286,538003353,Marshall Islands,315,50,135423,108988,QATAR,"Mar 19, 16:00",9.4,25.83851 N/51.89829 E,345.2°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:13 UTC"
NIKOLAY URVANTSEV,9750660,477327300,Hong Kong,299,50,128806,96779,RUMMK,"Mar 17, 16:00",11.9,72.19335 N/23.21074 E,65.2°, 19.6 kn,2021-03-19,"Mar 8, 2021 18:12 UTC"
ARISTOS I,9862891,215668000,Malta,299,46,116581,92789,SOUTH KOREA,"Mar 30, 00:00",11.4,16.12376 N/100.29369 W,290.6°, 18.6 kn,2021-03-19,"Mar 13, 2021 04:38 UTC"
RAAHI,9253703,215718000,Malta,277,43,94058,81237,DAHEJ,"Mar 20, 07:15",11.8,20.61157 N/70.61777 E,99.0°, 17.7 kn,2021-03-19,"Mar 19, 2021 21:06 UTC"
BW PAVILION ARANTHERA,9850678,563104600,Singapore,295,46,114622,95000,SINGAPORE  OPL,"Mar 10, 14:00",9.2,1.27305 N/104.25222 E,82.4°, 16.9 kn,2021-03-19,"Mar 10, 2021 04:37 UTC"
HONGKONG ENERGY,9250725,538008396,Marshall Islands,287,43,96165,73659,SINGAPORE OPL,"Mar 17, 09:00",9.2,1.42662 N/104.49415 E,50.5°, 10.7 kn,2021-03-19,"Mar 17, 2021 07:24 UTC"
SK SPLENDOR,9180231,440514000,Korea,279,43,92866,75154,QAL OM,"Mar 30, 16:00",10.2,29.58853 N/124.89952 E,206.3°, 18.4 kn,2021-03-19,"Mar 18, 2021 00:53 UTC"
GRACE ENERGY,8702941,355998000,Panama,272,47,107146,67024,-,-,9.8,2.37788 N/101.89975 E,8.0°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:04 UTC"
METHANE MICKIE HARPER,9520376,310609000,Bermuda,291,45,109004,86170,-,-,9.3,2.78773 N/101.13421 E,293.2°, 13.9 kn,2021-03-19,"Mar 8, 2021 15:02 UTC"
AL WAJBAH,9085625,431908000,Japan,298,46,111161,72348,SG_PGBG,"Mar 22, 22:00",9.2,22.98507 N/124.13799 E,232.9°, 19.1 kn,2021-03-19,"Mar 18, 2021 10:44 UTC"
AL JASRA,9132791,431104000,Japan,298,46,111168,72218,JP KWS,"Apr 3, 00:45",10.9,14.35077 N/70.26925 E,137.3°, 16.3 kn,2021-03-19,"Mar 19, 2021 17:36 UTC"
AMANI,9661869,508111181,Brunei,288,44,102585,85466,-,-,9.1,33.81896 N/134.90036 E,176.0°, 15.8 kn,2021-03-19,"Feb 22, 2021 09:27 UTC"
SHINJU MARU NO. 1,9260603,431101044,Japan,86,15,2936,1781,JP KNM Z-L,"Mar 20, 00:00",3.8,34.41497 N/134.3583 E,250.0°, 12.2 kn,2021-03-19,"Mar 18, 2021 13:59 UTC"
SOUTHERN CROSS,9613147,477476100,Hong Kong,290,47,114166,96319,SG SIN>AU DAM,"Mar 12, 02:00",9.6,20.33417 S/116.48055 E,179.0°, 0.0 kn,2021-03-19,"Mar 19, 2021 19:02 UTC"
FLEX ENTERPRISE,9762273,215385000,Malta,295,46,113049,95889,FOR ORDERS,"Mar 26, 14:00",11.9,20.65723 S/115.8105 E,248.3°, 7.2 kn,2021-03-19,"Mar 12, 2021 22:52 UTC"
HL RAS LAFFAN,9176008,441292000,Korea,280,43,93769,75079,QARLF>KRINC,"Mar 20, 00:30",11.4,31.27017 N/124.85534 E,14.6°, 15.4 kn,2021-03-19,"Mar 18, 2021 22:24 UTC"
GASLOG WESTMINSTER,9855812,310795000,Bermuda,297,47,120709,92800,NLRTM,"Mar 27, 05:00",11.3,26.09135 N/79.35631 W,18.8°, 18.3 kn,2021-03-19,"Mar 15, 2021 10:09 UTC"
SM SEAHAWK,9761839,355658000,Panama,295,46,115716,98064,PA BLB,"Mar 25, 12:00",9.8,8.44724 N/79.46466 W,179.9°, 17.6 kn,2021-03-19,"Feb 8, 2021 01:53 UTC"
CELSIUS CANBERRA,9864796,538009123,Marshall Islands,299,46,119338,98000,BOLIVAR ROADS,"Mar 18, 12:30",9.4,29.23214 N/94.55483 W,134.3°, 6.4 kn,2021-03-19,"Mar 19, 2021 21:08 UTC"
MARAN GAS HYDRA,9767962,241638000,Greece,295,46,113763,94945,FOR ORDERS,"Mar 15, 05:45",9.5,33.47703 N/123.6026 E,158.5°, 18.9 kn,2021-03-19,"Mar 17, 2021 19:43 UTC"
PACIFIC ENLIGHTEN,9351971,308078000,Bahamas,288,49,122361,80023,AU DAM,"Mar 22, 23:00",9.1,15.6768 S/119.51335 E,29.0°, 16.7 kn,2021-03-19,"Feb 28, 2021 21:31 UTC"
HYUNDAI PRINCEPIA,9761841,374219000,Panama,295,46,115541,98344,PABLB,"Mar 17, 14:00",9.6,8.81618 N/79.49456 W,226.4°, 0.2 kn,2021-03-19,"Mar 19, 2021 21:13 UTC"
SERI AYU,9329679,533942000,Malaysia,283,43,95729,83365,MY BTU,"Mar 13, 04:00",9.0,1.36646 N/104.43117 E,55.0°, 16.1 kn,2021-03-19,"Mar 10, 2021 07:31 UTC"
MIN LU,9305128,477264500,Hong Kong,292,43,97871,82598,XIU YU CN,"Mar 22, 02:30",11.0,1.38852 N/104.48857 E,69.0°, 13.6 kn,2021-03-19,"Mar 6, 2021 06:11 UTC"
BRITISH ACHIEVER,9766542,232006300,Isle of Man,295,46,115366,94303,US FPO,"Mar 30, 13:00",9.5,36.43559 N/26.29941 W,256.8°, 14.9 kn,2021-03-19,"Mar 19, 2021 09:45 UTC"
FLEX ARTEMIS,9851634,538008816,Marshall Islands,295,46,114380,95500,FOR ORDERS,"Apr 1, 07:00",11.6,34.6877 S/18.25568 E,136.6°, 17.5 kn,2021-03-19,"Mar 16, 2021 12:11 UTC"
HAI YANG SHI YOU 301,9696266,413481620,China,185,28,25309,16405,YP,"Mar 18, 13:00",6.5,19.7823 N/109.03256 E,38.6°, 0.1 kn,2021-03-19,"Mar 19, 2021 06:45 UTC"
WOODSIDE REES WITHERS,9810367,241669000,Greece,295,46,113822,94732,JP YKK E-1,"Mar 18, 23:00",11.7,34.9992 N/136.69794 E,180.3°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:14 UTC"
FLEX CONSTELLATION,9825427,538008205,Marshall Islands,295,46,113428,95453,FOR ORDERS,"Mar 13, 00:01",9.4,1.4105 N/104.49668 E,61.0°, 13.9 kn,2021-03-19,"Mar 8, 2021 06:02 UTC"
TRIPUTRA,9187356,525020429,Indonesia,151,28,20017,12493,ID BXT,"Mar 19, 01:00",5.9,1.41911 N/104.50171 E,51.4°, 12.9 kn,2021-03-19,"Feb 20, 2021 12:49 UTC"
QOGIR,9851787,215524000,Malta,293,46,115345,88000,DARDANELLES FOR ORDE,"Mar 23, 08:00",11.6,37.27797 N/1.60163 E,83.0°, 17.6 kn,2021-03-19,"Mar 19, 2021 19:48 UTC"
ARKAT,9496305,508111131,Brunei,284,43,98490,72800,"LUMUT,BRUNEI","Mar 14, 01:00",9.4,34.57796 N/139.73963 E,160.3°, 20.6 kn,2021-03-19,"Mar 7, 2021 15:00 UTC"
K. JASMINE,9373008,352906000,Panama,285,43,97529,84935,KRHAS > KRCSP,"Mar 14, 00:01",9.5,34.88378 N/129.23958 E,85.0°, 16.2 kn,2021-03-19,"Mar 2, 2021 04:14 UTC"
COOL RACER,9869265,215553000,Malta,-,-,116354,92800,ATLANTIC OCEAN,"Apr 15, 00:00",9.3,6.38703 S/105.19459 E,238.9°, 14.1 kn,2021-03-19,"Mar 6, 2021 03:24 UTC"
PUTERI NILAM,9030826,533035000,Malaysia,274,43,86211,73519,MY BTU,"Mar 15, 00:00",9.3,34.3766 N/137.06272 E,175.8°, 13.7 kn,2021-03-19,"Mar 8, 2021 08:21 UTC"
AL BIDDA,9132741,431207000,Japan,298,46,111124,72462,JP KZU,"Apr 2, 00:45",10.9,15.16533 N/69.39517 E,136.3°, 17.9 kn,2021-03-19,"Mar 18, 2021 23:33 UTC"
ASEEM,9377547,249780000,Malta,285,43,97874,86655,FUJAIRAH,"Mar 20, 08:01",8.9,25.2708 N/56.52333 E,293.0°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:13 UTC"
SK SERENITY,9761803,370025000,Panama,296,46,115610,93167,-,-,9.3,34.8402 N/128.97392 E,269.2°, 14.2 kn,2021-03-19,"Dec 18, 2020 21:34 UTC"
LNG MEGREZ,9834325,477345600,Hong Kong,295,45,114790,97000,"MURMANSK, RUSSIA","Mar 19, 13:00",9.4,70.51177 N/33.33266 E,114.9°, 11.5 kn,2021-03-19,"Mar 19, 2021 14:51 UTC"
PUTERI ZAMRUD,9030838,533130000,Malaysia,274,43,86205,73519,MY BTU,"Mar 25, 00:00",9.5,34.82848 N/128.90564 E,331.0°, 12.5 kn,2021-03-19,"Mar 17, 2021 22:23 UTC"
LNG EBISU,9329291,311004400,Bahamas,290,49,118910,81032,SG SIN,"Mar 7, 22:00",5.9,1.29747 N/103.6773 E,140.0°, 0.0 kn,2021-03-19,"Mar 19, 2021 20:27 UTC"
MARAN GAS PSARA,9844863,241692000,Greece,295,46,113822,96000,FOR ORDERS,"Mar 28, 06:00",10.0,35.01739 N/129.04047 E,133.9°, 0.1 kn,2021-03-19,"Mar 6, 2021 03:59 UTC"
METHANE ALISON VICTORIA,9321768,310540000,Bermuda,283,43,95753,79058,F0R ORDERS,"Mar 18, 05:30",9.6,11.40527 N/96.96873 E,23.8°, 10.7 kn,2021-03-19,"Mar 17, 2021 14:41 UTC"
MARAN GAS HECTOR,9682605,241425000,Greece,290,46,113502,92640,POINT FORTIN,"Mar 22, 10:00",9.6,11.15813 N/61.1838 W,90.5°, 4.2 kn,2021-03-19,"Mar 19, 2021 15:54 UTC"
CESI TIANJIN,9694749,477010900,Hong Kong,290,46,113397,95628,AUS GLT,"Mar 23, 14:01",9.3,21.17689 N/109.36712 E,251.7°, 11.7 kn,2021-03-19,"Mar 12, 2021 09:31 UTC"
HELLAS DIANA,9872987,215685000,Malta,-,-,112000,83000,-,-,10.0,33.50473 N/125.99778 E,347.0°, 13.2 kn,2021-03-19,"Jan 29, 2021 16:41 UTC"
DAPENG MOON,9308481,477058900,Hong Kong,292,43,97871,82645,CN SZ,"Mar 25, 02:00",11.4,20.10485 S/116.81151 E,14.3°, 16.8 kn,2021-03-19,"Mar 18, 2021 07:19 UTC"
TANGGUH FOJA,9349007,370168000,Panama,285,43,97897,82338,ID BIT,"Mar 15, 10:00",9.0,31.7667 N/122.66704 E,94.2°, 16.4 kn,2021-03-19,"Mar 5, 2021 06:59 UTC"
DAEWOO 2507,9892717,232000000,Greece,-,-,111000,96000,-,-,,12.65333 N/100.87905 E,31.2°, 0.0 kn,2021-03-19,"Jan 7, 2021 06:58 UTC"
BW LESMES,9873840,563121700,Singapore,-,-,114000,92800,DSME-2496 GAS TRIAL,"Mar 17, 14:00",9.0,34.80488 N/129.19446 E,47.7°, 3.6 kn,2021-03-19,"Mar 15, 2021 17:10 UTC"
LNGSHIPS ATHENA,9872949,215762000,Malta,-,-,115139,93534,HHI-3112 GAS TRIAL,"Mar 8, 10:00",9.0,35.52877 N/129.44395 E,358.6°, 0.0 kn,2021-03-19,"Mar 19, 2021 21:10 UTC"
AMAN SENDAI,9134323,533209000,Malaysia,130,26,16336,10957,MYBTU,"Mar 24, 10:00",6.0,34.24665 N/140.00084 E,195.5°, 14.6 kn,2021-03-19,"Mar 16, 2021 21:09 UTC"
FLEX VOLUNTEER,9862463,538009058,Marshall Islands,297,46,116430,81950,FOR ORDERS,"Mar 30, 16:00",9.6,36.84716 N/6.86937 W,69.7°, 0.7 kn,2021-03-19,"Mar 19, 2021 20:58 UTC"
BW HELIOS,9873852,202000000,Singapore,-,-,114000,95000,-,-,,35.49346 N/129.40794 E,0.0°, 0.0 kn,2021-03-19,"Jan 21, 2021 04:12 UTC"
RAVENNA KNUTSEN,9874040,224625000,Spain,-,-,27100,18433,ORDERS,"Mar 8, 07:00",7.0,15.18302 N/96.90936 E,239.4°, 14.3 kn,2021-03-19,"Mar 8, 2021 10:18 UTC"
LNG ADVENTURE,9870159,228391700,France,-,-,115000,87900,-,-,6.0,34.66938 N/129.00998 E,30.9°, 1.3 kn,2021-03-19,"Mar 1, 2021 21:06 UTC"
PUTERI DELIMA SATU,9211872,533735000,Malaysia,276,43,94430,75929,MY BTU,"Mar 19, 04:00",9.7,11.2397 N/101.64112 E,171.6°, 15.8 kn,2021-03-19,"Feb 28, 2021 07:06 UTC"
PAN ASIA,9750220,477096200,Hong Kong,290,47,114996,88613,FOR  ORDERS,"Mar 8, 20:00",9.9,38.12763 N/137.66208 E,180.3°, 5.2 kn,2021-03-19,"Feb 24, 2021 12:53 UTC"
GRAND ELENA,9332054,209407000,Cyprus,288,49,122239,74127,RU PGN,"Mar 7, 22:00",9.7,35.35327 N/129.80314 E,43.3°, 14.5 kn,2021-03-19,"Feb 18, 2021 00:43 UTC"
ENSHU MARU,9749609,357121000,Panama,293,49,127088,83708,POM PNG,"Mar 25, 20:00",10.0,33.88222 N/134.94233 E,184.8°, 15.5 kn,2021-03-19,"Mar 13, 2021 06:02 UTC"
LNG PIONEER,9256602,311906000,Bahamas,277,43,93786,77712,CN YPG,"Mar 21, 22:00",10.5,1.36072 N/104.4092 E,50.8°, 11.9 kn,2021-03-19,"Mar 15, 2021 20:18 UTC"
LNG MALEO,8701791,431015000,Japan,272,47,106717,66892,JPTBT ZL00C 2ND Z,"Mar 23, 00:00",10.9,21.81867 N/120.13194 E,151.1°, 16.1 kn,2021-03-19,"Mar 4, 2021 10:27 UTC"
