Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Destination,Destination2,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Statut,Date scraping,Date position
SK AUDACE,9693161,373808000,Panama,292,48,117031,94665,FRFOS,Fossurmer,2021-04-14-04:00,11.2,28.94002 N/95.30882 W,311.2°,0.0 kn,Moored,2021-03-30,2021-03-30-11:48
SK RESOLUTE,9693173,354184000,Panama,292,48,117031,94665,TWYAN,YungAn,2021-04-20-16:00,11.2,13.56644 N/61.19948 W,94.8°,16.3 kn,-,2021-03-30,2021-03-20-15:25
SCF LA PEROUSE,9849887,636019530,Liberia,299,46,116779,81855,FRFOS,Fossurmer,2021-03-31-04:00,11.5,38.6568 N/0.43787 E,37.6°,18.3 kn,Under way,2021-03-30,2021-03-30-11:50
SCF BARENTS,9864746,636019878,Liberia,299,46,116779,81855,PWBG A,Singapore,2021-03-29-16:01,11.3,1.2338 N/103.67125 E,217.0°,0.0 kn,-,2021-03-30,2021-03-30-11:44
SCF TIMMERMAN,9870525,636020078,Liberia,299,46,116779,81855,ATL. OCEAN FOR ORDER,ATL. OCEAN FOR ORDER,2021-03-28-04:00,9.6,33.75901 S/17.50748 E,277.7°,17.2 kn,-,2021-03-30,2021-03-27-17:07
UMM AL ASHTAN,9074652,636010647,Liberia,290,48,116703,73100,AEJEA,JebelAli,2021-04-05-03:00,8.1,3.62763 N/100.05917 E,309.0°,15.4 kn,-,2021-03-30,2021-03-22-02:28
AL HAMRA,9074640,636010544,Liberia,289,48,116703,72990,IN DHP,DabholPort,2021-04-01-18:31,11.5,22.21536 N/62.85365 E,119.2°,10.5 kn,Under way,2021-03-30,2021-03-30-00:06
MUBARAZ,9074626,636010373,Liberia,290,48,116703,72950,AE FUJ>AE DAS,DasIsland,2021-04-12-03:03,9.7,25.77339 N/53.94141 E,178.7°,0.1 kn,At anchor,2021-03-30,2021-03-30-10:13
MRAWEH,9074638,636010457,Liberia,290,48,116703,73040,AE DAS>CN ZUH,Zhuhai,2021-04-04-20:01,11.5,1.2491 N/104.13347 E,80.1°,11.6 kn,Under way,2021-03-30,2021-03-30-11:50
LNG ABALAMABIE,9690171,310731000,Bermuda,292,48,116568,86925,PTSIE,Sines,2021-03-29-09:00,11.6,37.93495 N/8.85757 W,152.7°,0.0 kn,Moored,2021-03-30,2021-03-30-11:48
LNG FINIMA II,9690145,310722000,Bermuda,292,48,116568,86867,WEST AFRICA,WEST AFRICA,2021-04-16-20:00,9.6,6.5149 S/104.47091 E,270.7°,17.0 kn,-,2021-03-30,2021-03-23-10:59
LNG ABUJA II,9690169,310730000,Bermuda,292,48,116568,87147,NG BON,Bonny,2021-04-09-05:00,9.5,26.70505 N/16.29918 W,224.0°,8.7 kn,Under way,2021-03-30,2021-03-30-11:46
LNG PORT-HARCOURT II,9690157,310719000,Bermuda,292,48,116568,87139,"MALE, MALDIVES",Male,2021-03-31-04:00,9.4,24.82571 N/57.76225 E,130.5°,15.9 kn,-,2021-03-30,2021-03-25-19:57
LA SEINE,9845764,215503000,Malta,299,46,116542,93200,"GALVESTON,USA","GALVESTON,USA",2021-04-03-22:00,9.3,14.21747 N/60.74829 W,96.0°,15.6 kn,-,2021-03-30,2021-03-08-14:23
FLEX AURORA,9857365,538008764,Marshall Islands,297,46,116430,83000,FOR ORDERS,FOR ORDERS,2021-04-08-00:00,9.3,26.22018 N/79.35395 W,38.5°,16.5 kn,-,2021-03-30,2021-03-15-16:30
COOL DISCOVERER,9861031,215567000,Malta,299,46,116354,92800,FOR ORDERS,FOR ORDERS,2021-04-01-23:59,9.5,25.42299 N/79.60766 W,187.8°,15.2 kn,Under way,2021-03-30,2021-03-30-03:43
LA MANCHA KNUTSEN,9721724,224444000,Spain,284,46,116246,92802,SINGAPORE,Singapore,2021-04-15-00:01,11.7,34.46228 N/137.05683 E,146.1°,11.9 kn,-,2021-03-30,2021-03-27-04:33
RIOJA KNUTSEN,9721736,224451000,Spain,290,46,116246,92782,TTPTF,PointFortin,2021-03-29-10:00,9.4,10.30697 N/61.73142 W,339.2°,0.2 kn,At anchor,2021-03-30,2021-03-30-11:49
LNG LAGOS II,9692014,310721000,Bermuda,300,46,115995,99025,-,-,-,9.6,9.39536 N/19.15201 W,85.5°,14.7 kn,-,2021-03-30,2021-03-23-11:01
LNG BONNY II,9692002,310720000,Bermuda,300,46,115995,98954,MARMARA TURKEY,Marmara,2021-04-12-04:00,11.8,6.3912 N/19.14941 W,86.1°,12.1 kn,-,2021-03-30,2021-03-20-23:17
LNG CROSS RIVER,9262223,310478000,Bermuda,288,48,115993,79591,WEST AFRICA,WEST AFRICA,2021-04-13-09:00,9.7,20.74005 S/54.372 E,257.7°,12.2 kn,-,2021-03-30,2021-03-25-10:28
LNG RIVER NIGER,9262235,310479000,Bermuda,288,48,115993,79541,SELECT,SELECT,2021-09-01-00:00,,8.10543 N/16.25235 W,138.4°,13.9 kn,-,2021-03-30,2021-03-26-06:54
LNG ADAMAWA,9262211,310469000,Bermuda,289,48,115993,79566,ESCAR,Cartagena,2021-04-01-16:00,11.3,30.11453 N/12.43715 W,25.0°,17.5 kn,Under way,2021-03-30,2021-03-30-11:15
LNG AKWA IBOM,9262209,310453000,Bermuda,289,48,115993,79633,ESSCT>NGBON,Bonny,2021-04-05-07:00,10.3,13.11135 N/20.3397 W,179.9°,15.3 kn,Under way,2021-03-30,2021-03-30-11:51
SM EAGLE,9761827,370895000,Panama,295,46,115716,97975,KRTYG,Tongyeong,2021-04-02-00:00,11.1,15.39167 N/98.6943 W,300.4°,17.4 kn,-,2021-03-30,2021-03-15-00:34
GASLOG GEORGETOWN,9864916,310800000,Bermuda,293,46,115636,89000,-,-,2021-04-08-11:00,9.4,37.69379 N/29.4389 W,244.3°,13.5 kn,-,2021-03-30,2021-03-29-14:36
HYUNDAI PEACEPIA,9761853,374816000,Panama,296,46,115541,98344,PACTB>KRTYG,Tongyeong,2021-04-16-02:00,11.3,7.13987 N/80.05567 W,227.1°,19.9 kn,-,2021-03-30,2021-03-25-05:25
BRITISH CONTRIBUTOR,9766554,232006298,Isle of Man,295,46,115366,94558,ES ALG,Algeciras,2021-03-31-06:00,11.3,35.57971 N/16.56957 W,87.8°,17.1 kn,-,2021-03-30,2021-03-29-20:13
BRITISH MENTOR,9766578,232006296,Isle of Man,295,46,115366,94528,SG SIN,Singapore,2021-04-04-12:00,9.9,34.50037 N/139.56379 E,195.1°,18.8 kn,-,2021-03-30,2021-03-23-08:03
BRITISH LISTENER,9766566,232006297,Isle of Man,295,46,115366,94494,US NSS,US NSS,2021-03-29-12:00,9.6,29.74358 N/93.87125 W,191.0°,0.0 kn,Moored,2021-03-30,2021-03-30-11:50
BRITISH PARTNER,9766530,232006301,Isle of Man,295,46,115366,94442,US FPO,Freeport,2021-03-29-18:00,9.4,28.78859 N/95.09369 W,41.2°,0.0 kn,At anchor,2021-03-30,2021-03-30-11:47
PEARL LNG,9862346,215573000,Malta,293,46,115345,88000,S ATLANTIC,S ATLANTIC,2021-04-28-04:00,11.6,28.25468 N/92.91583 W,143.4°,15.5 kn,Under way,2021-03-30,2021-03-30-11:10
FLEX RANGER,9709025,538007621,Marshall Islands,293,46,115174,88684,GULF OF SUEZ,GULF OF SUEZ,2021-04-01-00:01,11.2,21.09394 N/37.98879 E,342.9°,17.1 kn,Under way,2021-03-30,2021-03-30-08:02
FLEX RAINBOW,9709037,538007620,Marshall Islands,293,46,115174,88684,FOR ORDERS,FOR ORDERS,2021-03-27-00:01,10.5,8.40236 N/79.44877 W,178.6°,18.2 kn,-,2021-03-30,2021-03-13-01:44
GASLOG GLADSTONE,9744025,310779000,Bermuda,293,46,115024,87955,FOR_ORDERS,FOR_ORDERS,2021-04-01-21:00,11.5,13.25472 N/100.39766 W,295.7°,19.1 kn,-,2021-03-30,2021-03-14-08:03
PAN EUROPE,9750244,477157300,Hong Kong,290,47,114996,88613,FOR ORDERS,FOR ORDERS,2021-04-10-00:01,11.4,23.49363 S/13.41445 E,205.6°,18.9 kn,-,2021-03-30,2021-03-23-15:12
PAN AMERICAS,9750232,477142700,Hong Kong,290,47,114996,88425,FOR ORDERS,FOR ORDERS,2021-04-02-06:00,11.5,26.06673 N/79.37037 W,33.3°,19.5 kn,-,2021-03-30,2021-03-19-17:52
PAN AFRICA,9750256,477168300,Hong Kong,290,47,114996,88438,FOR ORDERS,FOR ORDERS,2021-04-16-02:00,9.5,17.38547 N/66.82482 E,195.7°,15.6 kn,-,2021-03-30,2021-03-24-07:14
LNG PHECDA,9834313,477345700,Hong Kong,295,45,114790,97000,PORT SAID EGYPT,PortSaid,2021-04-05-12:00,11.5,40.46476 N/10.19996 W,180.0°,19.4 kn,-,2021-03-30,2021-03-30-11:49
LNG DUBHE,9834296,477327900,Hong Kong,295,45,114790,91588,KR YES,KR YES,2021-03-29-15:00,9.5,1.38242 N/104.42925 E,51.0°,18.2 kn,-,2021-03-30,2021-03-21-13:44
LNG MERAK,9834301,477345800,Hong Kong,295,45,114790,91451,CN TXG,TianjinXingang,2021-03-31-10:00,11.5,33.60214 N/124.41657 E,350.1°,17.3 kn,Under way,2021-03-30,2021-03-30-05:17
PATRIS,9766889,636018010,Liberia,295,46,114758,95743,TTPTF,PointFortin,2021-04-08-01:00,9.7,37.15726 N/0.56746 E,252.7°,19.7 kn,Under way,2021-03-30,2021-03-30-11:51
KINISIS,9785158,636018011,Liberia,295,46,114758,95673,DURBAN,Durban,2021-04-09-08:00,9.1,2.93439 N/100.89416 E,314.3°,19.7 kn,-,2021-03-30,2021-03-29-05:17
BW MAGNOLIA,9850666,563092200,Singapore,295,46,114622,95547,CRISTOBAL ANCHORAGE,CRISTOBAL ANCHORAGE,2021-03-08-13:00,10.2,9.39913 N/79.94251 W,326.4°,0.1 kn,At anchor,2021-03-30,2021-03-30-11:48
GASLOG HONG KONG,9748904,310773000,Bermuda,290,46,114470,92266,FRFOS,Fossurmer,2021-04-06-04:00,11.3,26.02876 N/79.42189 W,35.1°,19.4 kn,-,2021-03-30,2021-03-26-02:21
FLEX RESOLUTE,9851646,538008815,Marshall Islands,295,46,114380,95500,GOM FO,GOM FO,2021-04-08-06:00,9.0,37.69753 N/28.97091 W,271.2°,15.1 kn,Under way,2021-03-30,2021-03-30-09:52
FLEX FREEDOM,9862308,538008814,Marshall Islands,295,46,114380,95500,PH MNL,Manila,2021-04-03-00:01,9.6,21.26252 N/109.50626 E,218.7°,12.4 kn,Under way,2021-03-30,2021-03-30-08:50
BW LILAC,9758076,248587000,Malta,295,46,114364,95978,INDHP,DabholPort,2021-04-21-00:01,11.3,26.28138 N/91.57458 W,153.8°,15.5 kn,-,2021-03-30,2021-03-21-13:47
BW TULIP,9758064,563041600,Singapore,295,46,114364,95785,BALBOA,Balboa,2021-03-26-22:00,9.6,8.82515 N/79.50562 W,176.7°,0.0 kn,At anchor,2021-03-30,2021-03-30-11:49
BW PAVILION ARANDA,9792606,563082400,Singapore,295,46,114355,95876,USNSS,USNSS,2021-04-02-00:01,9.7,51.45314 N/5.76371 W,258.4°,12.0 kn,-,2021-03-30,2021-03-14-17:42
LNG SOKOTO,9216303,310378000,Bermuda,289,48,114354,79822,NGBON,Bonny,2021-04-07-20:00,10.0,10.40265 N/19.15574 W,147.7°,14.3 kn,-,2021-03-30,2021-03-27-18:29
LNG RIVERS,9216298,310370000,Bermuda,289,48,114354,79885,IN HZR,Hazira,2021-04-14-00:00,11.2,34.76451 S/17.49334 E,129.4°,18.1 kn,Under way,2021-03-30,2021-03-30-05:06
LNG BAYELSA,9241267,310381000,Bermuda,289,48,114354,79822,WEST AFRICA,WEST AFRICA,2021-04-14-08:00,10.4,34.45228 S/26.16589 E,259.0°,21.5 kn,-,2021-03-30,2021-03-29-18:45
GIGIRA LAITEBO,9360922,309415000,Bahamas,298,46,114277,87194,PORT MORESBY,PortMoresby,2021-04-07-05:00,9.7,22.13877 N/119.89363 E,183.0°,19.8 kn,-,2021-03-30,2021-03-27-02:50
SPIRIT OF HELA,9361639,311013700,Bahamas,298,46,114277,87130,CN QDG,Qingdao,2021-04-08-21:00,11.9,1.4132 N/104.49242 E,52.0°,17.2 kn,-,2021-03-30,2021-03-09-15:36
ENERGY ENDEAVOUR,9854624,538008879,Marshall Islands,295,46,114195,93500,FOR ORDERS,FOR ORDERS,2021-04-19-00:01,11.6,8.3813 N/79.44797 W,180.1°,17.9 kn,-,2021-03-30,2021-03-28-00:50
ENERGY PACIFIC,9854612,538008878,Marshall Islands,295,46,114195,95000,FOR ORDERS,FOR ORDERS,2021-03-13-00:25,9.8,34.82803 S/24.2256 E,270.8°,14.3 kn,Under way,2021-03-30,2021-03-30-11:50
PAPUA,9613135,477518900,Hong Kong,290,47,114166,96319,PG POM>KR YOS,Yeosu,2021-03-30-05:30,11.6,34.53249 N/122.64172 E,131.0°,19.9 kn,-,2021-03-30,2021-03-10-11:37
MARVEL KITE,9760782,563069500,Singapore,293,46,114084,89266,...,...,2021-04-15-16:00,11.6,31.51205 N/124.7162 W,305.5°,15.4 kn,Under way,2021-03-30,2021-03-30-05:52
MARVEL HAWK,9760770,563063200,Singapore,293,46,114084,89432,-,-,2021-04-07-06:00,9.3,34.7857 S/22.14566 E,262.1°,10.5 kn,-,2021-03-30,2021-03-10-03:46
MARVEL FALCON,9760768,563048500,Singapore,293,46,114084,89431,US_LCH,LakeCharles,2021-03-30-11:00,8.9,29.48951 N/93.22435 W,359.0°,14.1 kn,-,2021-03-30,2021-03-30-11:44
MINERVA KALYMNOS,9869942,215890000,Malta,-,-,115635,89000,AU BWB,BarrowIsland,2021-04-07-16:01,9.2,32.42339 N/122.79329 E,98.6°,18.6 kn,Under way,2021-03-30,2021-03-30-11:49
HYUNDAI TECHNOPIA,9155145,441231000,Korea,289,48,113998,77584,QARLF=>KRPTK,Pyeongtaek,2021-04-11-04:30,11.4,24.46659 N/58.67789 E,107.3°,18.0 kn,-,2021-03-30,2021-03-29-06:01
HYUNDAI COSMOPIA,9155157,441260000,Korea,289,48,113998,77591,KRINC,Incheon,2021-04-05-02:00,11.4,1.38866 N/104.45796 E,57.0°,18.4 kn,-,2021-03-30,2021-03-29-10:55
PSKOV,9630028,636016229,Liberia,300,46,113876,93152,ATLANTIC OCEAN FO,ATLANTIC OCEAN FO,2021-04-07-23:00,9.4,6.22171 S/105.5405 E,245.6°,15.3 kn,-,2021-03-30,2021-03-15-18:39
SCF MITRE,9654880,636016378,Liberia,300,46,113876,93585,FOR ORDERS,FOR ORDERS,2021-03-31-21:00,11.4,32.65452 S/71.77359 W,334.7°,11.4 kn,-,2021-03-30,2021-02-28-19:48
SCF MELAMPUS,9654878,636016376,Liberia,300,46,113876,93508,SODEGAURA / JPCHB,SODEGAURA / JPCHB,2021-03-30-06:00,10.9,32.11779 N/141.41396 E,326.9°,18.5 kn,Under way,2021-03-30,2021-03-30-11:48
VELIKIY NOVGOROD,9630004,636016219,Liberia,300,46,113876,93486,INDIAN OC. FOR ORDER,INDIAN OC. FOR ORDER,2021-04-13-21:01,11.5,33.80217 S/17.88227 E,274.2°,16.1 kn,-,2021-03-30,2021-03-01-12:55
GLOBAL ENERGY,9845013,538008899,Marshall Islands,295,46,113822,96000,TBC,TBC,2021-03-31-00:01,11.5,38.16837 N/1.73947 E,58.2°,13.4 kn,Under way,2021-03-30,2021-03-30-11:22
GLOBAL STAR,9859741,538009028,Marshall Islands,295,46,113822,95000,"GLADSTONE,AU","GLADSTONE,AU",2021-04-05-22:00,9.5,29.43798 N/123.12228 E,118.5°,15.8 kn,-,2021-03-30,2021-03-24-11:39
MINERVA PSARA,9854363,215865000,Malta,295,46,113817,93500,FOR ORDERS,FOR ORDERS,2021-04-07-12:00,11.4,9.50498 N/79.94585 W,136.3°,0.1 kn,At anchor,2021-03-30,2021-03-30-11:50
MARAN GAS ANDROS,9810379,241670000,Greece,295,46,113793,96000,FOR ORDERS,FOR ORDERS,2021-04-27-21:00,11.2,8.37567 N/26.44251 W,134.1°,17.4 kn,Under way,2021-03-30,2021-03-30-06:27
MARAN GAS SPETSES,9767950,241579000,Greece,295,46,113763,94945,SINGAPORE,Singapore,2021-04-01-14:00,11.4,20.76203 S/115.67933 E,53.8°,14.6 kn,-,2021-03-30,2021-03-28-01:23
MARAN GAS CHIOS,9753014,241636000,Greece,295,46,113763,94945,FOR ORDERS,FOR ORDERS,2021-04-06-10:00,9.9,50.35273 N/10.87939 W,252.1°,16.2 kn,-,2021-03-30,2021-03-24-20:06
WOODSIDE CHANEY,9753026,241637000,Greece,295,46,113763,95000,FOR ORDERS,FOR ORDERS,2021-04-01-00:00,11.6,18.32488 S/117.9826 E,30.6°,19.8 kn,-,2021-03-30,2021-03-23-08:01
MARIA ENERGY,9659725,636017445,Liberia,290,46,113664,93301,SETUBAL,Setubal,2021-04-01-00:00,9.0,37.43839 N/10.80414 W,151.0°,6.3 kn,Under way,2021-03-30,2021-03-30-11:49
MARAN GAS ACHILLES,9682588,241365000,Greece,290,46,113502,92713,FOR ORDERS,FOR ORDERS,2021-04-07-00:30,11.7,34.50499 S/25.9308 E,75.3°,13.7 kn,-,2021-03-30,2021-03-27-16:22
MARAN GAS LETO,9682576,241355000,Greece,290,46,113502,81739,SINGAPORE,Singapore,2021-03-23-08:00,6.0,1.29951 N/103.65233 E,200.7°,0.0 kn,Moored,2021-03-30,2021-03-30-08:26
MARAN GAS ULYSSES,9709491,241404000,Greece,290,46,113502,92621,FOR ORDERS,FOR ORDERS,2021-04-10-04:00,11.5,10.90897 N/61.60275 W,43.5°,15.4 kn,-,2021-03-30,2021-03-29-19:30
MARAN GAS PERICLES,9709489,241424000,Greece,290,46,113502,92776,FOR ORDERS,FOR ORDERS,2021-04-05-23:01,11.1,22.35253 S/153.00823 E,15.0°,18.4 kn,-,2021-03-30,2021-03-26-19:08
MARAN GAS AGAMEMNON,9682590,241405000,Greece,290,46,113502,92762,AUSTRALIA,AUSTRALIA,2021-04-03-01:00,9.0,34.38924 N/137.09822 E,167.3°,14.8 kn,-,2021-03-30,2021-03-17-04:38
FLEX COURAGEOUS,9825439,538008206,Marshall Islands,295,46,113428,95618,FOR ORDERS,FOR ORDERS,2021-03-01-12:00,9.9,9.38885 N/79.96182 W,295.4°,0.1 kn,At anchor,2021-03-30,2021-03-30-11:50
CESI LIANYUNGANG,9672818,477151600,Hong Kong,290,46,113397,95713,SHENZHEN CN,SHENZHEN CN,2021-04-08-23:00,11.3,23.34126 S/151.57748 E,19.7°,16.3 kn,Constrained,2021-03-30,2021-03-30-11:51
CESI GLADSTONE,9672820,477348600,Hong Kong,290,46,113397,95638,"GLD,AUS","GLD,AUS",2021-04-03-17:30,9.2,22.44081 N/116.63343 E,115.7°,15.8 kn,-,2021-03-30,2021-03-22-09:43
CESI QINGDAO,9672832,477584200,Hong Kong,290,46,113397,95641,GLADSTONE.AUS,Gladstone,2021-03-31-14:00,9.4,38.35168 N/121.95494 E,99.7°,18.3 kn,-,2021-03-30,2021-03-20-15:30
CESI WENZHOU,9694751,477121700,Hong Kong,290,46,113397,95530,BHY CN,BHY CN,2021-03-30-23:00,11.4,18.54334 N/107.98422 E,346.1°,14.5 kn,Under way,2021-03-30,2021-03-30-03:48
CESI BEIHAI,9672844,477884800,Hong Kong,290,46,113397,95599,AU GLT,Gladstone,2021-04-07-00:01,9.3,22.15714 N/115.05296 E,112.2°,16.7 kn,-,2021-03-30,2021-03-26-12:12
BAHRAIN SPIRIT,9771080,408919000,Bahrain,295,46,113274,95289,CNTAO,Qingdao,2021-03-31-06:00,11.2,35.08988 N/122.2482 E,270.6°,12.8 kn,Under way,2021-03-30,2021-03-30-11:51
OAK SPIRIT,9681699,311000247,Bahamas,295,46,113263,95452,FOR ORDERS,FOR ORDERS,2021-04-15-18:30,10.9,24.00421 N/87.1154 W,126.0°,17.1 kn,-,2021-03-30,2021-03-17-00:52
MEGARA,9770945,311000478,Bahamas,295,46,113263,95212,-,-,-,9.7,10.29455 N/61.73053 W,341.5°,0.0 kn,At anchor,2021-03-30,2021-03-30-10:18
MAGDALA,9770921,311000476,Bahamas,295,46,113263,95449,FOR ORDERS,FOR ORDERS,2021-04-06-22:00,11.1,26.6598 N/79.60317 W,5.7°,17.0 kn,-,2021-03-30,2021-03-24-13:28
TORBEN SPIRIT,9721401,311000520,Bahamas,295,46,113263,95253,QARLF,RasLaffan,2021-03-28-21:00,9.4,25.81705 N/51.90064 E,84.5°,0.2 kn,At anchor,2021-03-30,2021-03-30-11:45
MUREX,9705641,311000475,Bahamas,295,46,113263,95235,AU GLT,Gladstone,2021-03-29-14:00,9.6,23.77795 S/151.19545 E,340.1°,0.0 kn,Moored,2021-03-30,2021-03-30-11:50
MACOMA,9705653,311000472,Bahamas,295,46,113263,95253,FOR ORDERS,FOR ORDERS,2021-04-16-05:00,9.3,6.40836 S/105.14765 E,249.0°,14.3 kn,-,2021-03-30,2021-03-23-10:54
MYRINA,9770933,311000477,Bahamas,295,46,113263,95378,-,-,-,11.5,31.28919 N/127.56893 E,27.4°,16.3 kn,Under way,2021-03-30,2021-03-30-06:59
FLEX ENDEAVOUR,9762261,215386000,Malta,295,46,113049,95803,FANGCHENG CHINA,Fangcheng,2021-04-01-00:00,18.5,33.88722 N/134.89872 E,176.1°,14.2 kn,-,2021-03-30,2021-03-07-09:47
MARAN GAS VERGINA,9732369,241467000,Greece,295,46,113037,95194,PACIFIC OCEAN,PACIFIC OCEAN,2021-04-01-00:01,11.1,23.95621 S/152.25054 E,97.2°,18.0 kn,-,2021-03-30,2021-03-22-04:48
MARAN GAS ROXANA,9701229,241415000,Greece,295,46,113037,95194,FOR ORDERS,FOR ORDERS,2021-04-06-06:00,9.4,16.87296 N/68.45341 E,215.6°,15.1 kn,-,2021-03-30,2021-03-19-10:46
MARAN GAS AMPHIPOLIS,9701217,241414000,Greece,295,46,113037,95194,FAR EAST,FAR EAST,2021-04-09-06:00,11.5,32.68429 S/71.63541 W,330.6°,11.2 kn,-,2021-03-30,2021-03-08-13:18
TESSALA,9761243,605076060,Algeria,291,46,112867,94575,TRALI,Aliaga,2021-04-03-04:00,11.7,37.26983 N/6.46186 E,91.9°,14.8 kn,Under way,2021-03-30,2021-03-30-11:51
OUGARTA,9761267,605076070,Algeria,291,46,112867,94575,ESFRO,Ferrol,2021-03-22-08:25,9.0,43.47594 N/8.22936 W,65.2°,0.0 kn,-,2021-03-30,2021-03-22-11:37
PRACHI,9723801,563178000,Singapore,295,46,112791,90328,AU BWB >>CN JIANGSU,AU BWB >>CN JIANGSU,2021-04-03-00:01,11.7,18.94075 S/115.8319 E,359.9°,17.9 kn,-,2021-03-30,2021-03-25-06:41
GASLOG GIBRALTAR,9707510,310757000,Bermuda,291,46,112764,87981,FRDKK>USSAB,Sabine,2021-03-13-01:00,9.3,45.08424 N/11.73917 W,234.8°,16.9 kn,Under way,2021-03-30,2021-03-30-11:03
GASLOG GENEVA,9707508,310755000,Bermuda,291,46,112764,87760,CAPE TOWN,CapeTown,2021-04-02-21:00,11.6,33.48341 S/17.79465 E,315.8°,11.9 kn,-,2021-03-30,2021-03-18-11:59
GASLOG GREECE,9687019,310732000,Bermuda,291,46,112764,87975,FOR ORDERS,FOR ORDERS,2021-04-01-09:00,9.5,32.87836 S/16.82863 E,331.1°,16.1 kn,-,2021-03-30,2021-03-25-19:41
GASLOG GLASGOW,9687021,310744000,Bermuda,291,46,112764,87889,PACIFIC OCEAN,PACIFIC OCEAN,2021-04-01-13:00,9.7,37.30961 N/138.20759 E,327.2°,12.9 kn,-,2021-03-30,2021-03-08-01:40
LNG JAMAL,9200316,432278000,Japan,290,46,112090,72692,DRIFTING,DRIFTING,2021-04-09-07:00,9.4,14.71638 N/69.94432 E,134.8°,1.3 kn,-,2021-03-30,2021-03-21-20:29
GOLAR MAZO,9165011,636011170,Liberia,290,47,111835,76210,-,-,-,9.0,5.14819 N/115.36451 E,231.0°,0.1 kn,-,2021-03-30,2020-04-17-09:46
CASTILLO DE SANTISTEBAN,9433717,215739000,Malta,300,46,111665,93796,FOR ORDERS,FOR ORDERS,2021-04-02-16:00,9.6,13.27579 N/144.17822 E,247.5°,14.4 kn,-,2021-03-30,2021-03-25-04:34
PACIFIC NOTUS,9247962,311573000,Bahamas,290,46,111553,72490,AU_ASBTN,AU_ASBTN,2021-04-10-00:00,9.6,34.27255 N/139.40577 E,212.0°,11.5 kn,-,2021-03-30,2021-03-26-08:39
PACIFIC EURUS,9264910,308937000,Bahamas,290,46,111539,68541,YUNG AN TW,YUNG AN TW,2021-03-31-00:01,11.1,21.4546 N/119.20517 E,89.0°,15.5 kn,Under way,2021-03-30,2021-03-30-11:50
ABADI,9210828,508011000,Brunei,290,46,111461,72758,SCS,SCS,2021-03-26-06:00,9.3,1.38907 N/104.44802 E,47.0°,15.2 kn,-,2021-03-30,2021-03-24-06:15
ETYFA PROMETHEAS,9236614,564644000,Cyprus,290,46,111459,72781,FOR ORDERS,FOR ORDERS,2021-08-06-22:00,9.0,31.37452 N/121.69494 E,148.0°,0.0 kn,-,2021-03-30,2021-03-23-01:23
BW TATIANA,9236626,538008991,Marshall Islands,290,46,111459,72781,-,-,-,,1.30362 N/103.65119 E,201.1°,0.1 kn,-,2021-03-30,2020-12-22-03:54
GEMMATA,9253222,563574000,Singapore,290,46,111459,72727,-,-,-,10.1,13.04578 S/38.56159 W,188.1°,11.9 kn,-,2021-03-30,2021-03-27-22:45
SOHAR LNG,9210816,357186000,Panama,298,46,111203,71997,-,-,-,9.6,19.74491 N/57.83238 E,265.7°,0.1 kn,-,2021-03-30,2021-02-25-09:54
DUKHAN,9265500,636012400,Liberia,298,46,111162,72533,JP HIM,Himeji,2021-04-07-21:00,10.8,17.9934 S/118.04903 E,19.0°,16.2 kn,-,2021-03-30,2021-03-29-11:32
AL RAYYAN,9086734,431901000,Japan,298,46,111128,72430,QA_RLF,RasLaffan,2021-03-17-09:00,9.0,25.85318 N/51.79363 E,255.3°,0.3 kn,At anchor,2021-03-30,2021-03-30-11:49
RIBERA DEL DUERO KNUTSEN,9477593,259082000,Norway,290,46,111109,96740,ESSAG,Sagunto,2021-04-11-00:01,11.6,27.11404 N/95.53879 W,114.7°,19.1 kn,Under way,2021-03-30,2021-03-30-07:57
AL ZUBARAH,9085649,431881000,Japan,298,46,111079,72557,JP KIJ E,JP KIJ E,2021-04-03-00:01,11.0,21.7926 N/121.13678 E,28.0°,13.9 kn,-,2021-03-30,2021-03-29-15:20
BARCELONA KNUTSEN,9401295,224436000,Spain,290,46,110920,97730,-,-,-,11.1,11.70605 N/68.41934 W,103.3°,16.8 kn,-,2021-03-30,2021-03-25-18:07
SEVILLA KNUTSEN,9414632,224072000,Spain,290,46,110920,97730,ORDERS,ORDERS,2021-04-12-11:00,9.4,36.91495 N/126.06506 E,213.9°,13.8 kn,-,2021-03-30,2021-03-16-10:35
VALENCIA KNUTSEN,9434266,225420000,Spain,290,46,110920,97730,CL QUINTERO,CL QUINTERO,2021-04-15-10:00,11.4,10.91871 N/61.60814 W,55.9°,17.4 kn,-,2021-03-30,2021-03-27-09:30
SHAHAMAH,9035852,636010085,Liberia,293,46,110895,71931,AE DAS>IN DAH,Dahej,2021-04-01-00:00,11.0,24.03561 N/60.39053 E,113.3°,7.0 kn,-,2021-03-30,2021-03-25-23:40
GHASHA,9038452,636010183,Liberia,293,46,110895,71593,>CN YIU LIAN DD,NYIULIANDD,2021-03-11-05:05,7.5,22.50091 N/113.84511 E,220.4°,0.0 kn,Moored,2021-03-30,2021-03-30-11:51
